class,PCP_MAD,PCP_MPIJAD,PCK,PCIK,MPIJAD,MAD,Sparsity
side_plank_pose,0.0,1.0,0.75,1.0,0.0,0.1305982917547226,0.8333333333333334
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.08300293982028961,0.055809736251831055,0.75
side_plank_pose,1.0,1.0,0.75,1.0,0.0017224415205419064,0.05951318144798279,0.8333333333333334
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.003730051452293992,0.06382384896278381,0.9166666666666666
side_plank_pose,1.0,0.0,0.8333333333333334,0.0,0.13751262426376343,0.03914402797818184,0.75
side_plank_pose,1.0,1.0,0.9166666666666666,1.0,0.05766529589891434,0.02040293626487255,0.75
side_plank_pose,1.0,1.0,0.8333333333333334,1.0,0.029767554253339767,0.056834179908037186,0.8333333333333334
side_plank_pose,0.0,0.0,0.8333333333333334,0.5,0.2212299257516861,0.13308651745319366,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.0,0.08264748007059097,0.8333333333333334
staff_pose,1.0,1.0,0.75,1.0,0.004598333965986967,0.07743140310049057,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.011520488187670708,0.0690331980586052,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.006008785683661699,0.0714201107621193,0.8333333333333334
staff_pose,0.0,1.0,0.75,1.0,0.048455338925123215,0.11114596575498581,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.006971102673560381,0.05242478474974632,0.9166666666666666
staff_pose,0.0,1.0,0.6666666666666666,0.5,0.059948306530714035,0.1007213369011879,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.0,0.03900044038891792,0.8333333333333334
staff_pose,0.0,0.0,0.6666666666666666,0.5,0.1273667961359024,0.12348222732543945,0.8333333333333334
staff_pose,1.0,0.0,0.75,0.5,0.11734307557344437,0.09354540705680847,0.8333333333333334
staff_pose,1.0,1.0,0.75,1.0,0.0,0.09963780641555786,0.75
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.0371675118803978,0.05768748000264168,0.8333333333333334
staff_pose,1.0,1.0,0.75,1.0,0.0024617058224976063,0.06091378629207611,0.9166666666666666
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.006577898748219013,0.09624016284942627,0.8333333333333334
staff_pose,1.0,1.0,0.9166666666666666,1.0,0.09261573851108551,0.036147378385066986,0.75
staff_pose,1.0,0.0,0.8333333333333334,0.5,0.18568257987499237,0.08240925520658493,0.8333333333333334
staff_pose,1.0,1.0,0.9166666666666666,1.0,0.0,0.01779196411371231,0.9166666666666666
staff_pose,1.0,0.0,0.8333333333333334,0.5,0.1731308549642563,0.05416342616081238,0.9166666666666666
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.016503142192959785,0.055320579558610916,0.8333333333333334
staff_pose,0.0,1.0,0.8333333333333334,1.0,0.004222712945193052,0.10897538810968399,0.8333333333333334
staff_pose,1.0,1.0,0.8333333333333334,1.0,0.005420012399554253,0.06896556168794632,0.8333333333333334
staff_pose,0.0,1.0,0.75,1.0,0.026902349665760994,0.13367371261119843,0.8333333333333334
tree_pose,1.0,0.0,0.75,0.0,0.21593248844146729,0.04603591188788414,0.75
tree_pose,1.0,1.0,0.6666666666666666,0.5,0.05209711566567421,0.08776133507490158,0.75
tree_pose,1.0,1.0,0.8333333333333334,1.0,0.0,0.051761019974946976,0.75
